ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*001-1381*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1382*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1383*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1384*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1385*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1386*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1387*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1388*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1389*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1390*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1391*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1392*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
