ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*004-1248*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1249*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1250*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1251*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1252*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1253*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1254*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1255*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1256*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1257*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1258*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1259*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
