ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*005-0862*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0863*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0864*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0865*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0866*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0867*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0868*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0647*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0648*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0649*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0650*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0651*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0652*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0653*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0654*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0655*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, ул. Красноармейская, д. 18;-;-;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
